,Id_hecho,N_VICTIMAS,FECHA_x,HORA,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,pos x,pos y,PARTICIPANTES,VICTIMA_x,ACUSADO,AÑO,FECHA_y,AAAA,MM,DD,ROL,VICTIMA_y,SEXO,EDAD,FECHA_FALLECIMIENTO
198,2017-0063,1,2017-05-17,10.0,CHILE Y AV. 9 DE JULIO,AVENIDA,1,-58.38118367,-34.61646839,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,2017-05-17,2017,5,17,PEATON,PEATON,FEMENINO,79,2017-05-17 00:00:00
199,2017-0064,1,2017-05-20,5.0,MAIPU Y PERON,CALLE,1,-58.37653284,-34.60582475,CARGAS-AUTO,CARGAS,AUTO,2017,2017-05-20,2017,5,20,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,61,2017-05-20 00:00:00
200,2017-0065,1,2017-05-22,16.0,AV. SUAREZ Y HERRERA,AVENIDA,4,-58.37709334,-34.64035082,BICICLETA-CARGAS,BICICLETA,CARGAS,2017,2017-05-22,2017,5,22,CICLISTA,BICICLETA,MASCULINO,21,2017-05-22 00:00:00
201,2017-0066,1,2017-05-22,18.0,AV. SAN MARTIN Y FRAGATA SARMIENTO,AVENIDA,15,-58.46002142,-34.60409469,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,2017-05-22,2017,5,22,PEATON,PEATON,MASCULINO,10,2017-05-22 00:00:00
202,2017-0067,1,2017-05-23,2.0,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,AVENIDA,6,-58.43381970,-34.62801894,MOTO-CARGAS,MOTO,CARGAS,2017,2017-05-23,2017,5,23,CONDUCTOR,MOTO,MASCULINO,21,2017-05-23 00:00:00
203,2017-0068,1,2017-05-27,19.0,AV. TTE. FRANCISCO RABANAL 2950,AVENIDA,8,-58.43580656,-34.66437532,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,2017-05-27,2017,5,27,CONDUCTOR,MOTO,MASCULINO,32,2017-05-27 00:00:00
204,2017-0069,1,2017-05-24,14.0,AV. GRAL. PAZ Y ULRICO SCHMIDL,AVENIDA,9,-58.52173071,-34.65997463,MOTO-SD,MOTO,SD,2017,2017-05-29,2017,5,29,CONDUCTOR,MOTO,MASCULINO,39,2017-05-29 00:00:00
205,2017-0070,1,2017-05-30,13.0,NUEVA YORK  3696,CALLE,11,-58.50791763,-34.59804273,PEATON-AUTO,PEATON,AUTO,2017,2017-05-30,2017,5,30,PEATON,PEATON,MASCULINO,80,2017-05-31 00:00:00
206,2017-0072,1,2017-06-03,23.0,AV. DE LOS CONSTITUYENTES Y VALLEJOS,AVENIDA,12,-58.49175088,-34.58226957,AUTO-AUTO,AUTO,AUTO,2017,2017-06-03,2017,6,3,CONDUCTOR,AUTO,MASCULINO,25,2017-06-03 00:00:00
207,2017-0073,1,2017-06-04,9.0,AV. CORRIENTES Y ECUADOR,AVENIDA,3,-58.40781467,-34.60425669,MOTO-AUTO,MOTO,AUTO,2017,2017-06-04,2017,6,4,CONDUCTOR,MOTO,MASCULINO,19,2017-06-04 00:00:00
208,2017-0074,1,2017-06-04,12.0,CASCO 133,CALLE,9,-58.52567073,-34.63787791,SD-SD,SD,SD,2017,2017-06-04,2017,6,4,SD,SD,MASCULINO,70,2017-06-04 00:00:00
209,2017-0075,1,2017-06-12,22.0,AV. DE MAYO Y AV. 9 DE JULIO,AVENIDA,1,-58.38154200,-34.60906385,PEATON-MOTO,PEATON,MOTO,2017,2017-06-12,2017,6,12,PEATON,PEATON,MASCULINO,55,2017-06-12 00:00:00
210,2017-0076,1,2017-06-13,14.0,AV. RAMON CASTILLO Y CALLE 12,AVENIDA,2,-58.38526125,-34.57805810,PEATON-CARGAS,PEATON,CARGAS,2017,2017-06-13,2017,6,13,PEATON,PEATON,FEMENINO,30,2017-06-13 00:00:00
211,2017-0077,1,2017-06-17,23.0,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,14,-58.42934104,-34.58451712,MOTO-CARGAS,MOTO,CARGAS,2017,2017-06-17,2017,6,17,CONDUCTOR,MOTO,FEMENINO,60,2017-06-18 00:00:00
212,2017-0079,1,2017-06-19,16.0,MEXICO Y DEAN FUNES,CALLE,3,-58.40657493,-34.61781124,MOTO-CARGAS,MOTO,CARGAS,2017,2017-06-19,2017,6,19,CONDUCTOR,MOTO,MASCULINO,33,2017-06-19 00:00:00
213,2017-0080,1,2017-06-22,10.0,AV. JUAN B ALBERDI Y AV. ESCALADA,AVENIDA,9,-58.49525314,-34.64487785,PEATON-CARGAS,PEATON,CARGAS,2017,2017-06-22,2017,6,22,PEATON,PEATON,FEMENINO,95,2017-06-22 00:00:00
214,2017-0082,1,2017-06-25,22.0,AV. ENTRE RIOS Y AV. BRASIL,AVENIDA,4,-58.39092851,-34.62932696,PEATON-AUTO,PEATON,AUTO,2017,2017-06-25,2017,6,25,PEATON,PEATON,MASCULINO,36,2017-06-25 00:00:00
215,2017-0083,1,2017-07-04,0.0,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,AVENIDA,9,-58.49603546,-34.64564271,MOTO-CARGAS,MOTO,CARGAS,2017,2017-07-04,2017,7,4,CONDUCTOR,MOTO,MASCULINO,37,2017-07-04 00:00:00
216,2017-0084,1,2017-07-05,12.0,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,AVENIDA,2,-58.38502878,-34.58703485,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,2017-07-05,2017,7,5,PEATON,PEATON,FEMENINO,73,2017-07-05 00:00:00
217,2017-0085,1,2017-07-07,14.0,TACUARI Y AV. MARTIN GARCIA,AVENIDA,4,-58.37261143,-34.63150425,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,2017-07-07,2017,7,7,PEATON,PEATON,MASCULINO,84,2017-07-07 00:00:00
218,2017-0086,1,2017-07-09,7.0,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,9,-58.51876802,-34.63905965,PEATON-MOTO,PEATON,MOTO,2017,2017-07-09,2017,7,9,PEATON,PEATON,FEMENINO,30,2017-07-09 00:00:00
219,2017-0087,1,2017-07-10,10.0,24 DE NOVIEMBRE 390,CALLE,3,-58.41095567,-34.61516101,PEATON-AUTO,PEATON,AUTO,2017,2017-07-10,2017,7,10,PEATON,PEATON,FEMENINO,73,2017-07-10 00:00:00
220,2017-0088,1,2017-07-10,22.0,AV. PASEO COLON Y BRASIL,AVENIDA,1,-58.36797542,-34.62519403,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,2017-07-10,2017,7,10,PEATON,PEATON,MASCULINO,43,2017-07-10 00:00:00
221,2017-0089,1,2017-07-13,12.0,MARTINIANO LEGUIZAMON 901,CALLE,9,-58.51514709,-34.64787051,SD-AUTO,SD,AUTO,2017,2017-07-13,2017,7,13,SD,SD,MASCULINO,23,SD
222,2017-0090,1,2017-07-15,5.0,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,AVENIDA,11,-58.51925642,-34.59171721,PEATON-AUTO,PEATON,AUTO,2017,2017-07-15,2017,7,15,PEATON,PEATON,MASCULINO,22,2017-07-15 00:00:00
223,2017-0091,1,2017-07-15,13.0,SUPERI Y AV. GRAL. PAZ,AVENIDA,12,-58.48671535,-34.54321216,MOTO-SD,MOTO,SD,2017,2017-07-15,2017,7,15,CONDUCTOR,MOTO,MASCULINO,58,2017-07-15 00:00:00
224,2017-0092,1,2017-07-24,22.0,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,1,-58.38268809,-34.62282019,PEATON-AUTO,PEATON,AUTO,2017,2017-07-24,2017,7,24,PEATON,PEATON,MASCULINO,66,2017-07-24 00:00:00
225,2017-0093,1,2017-07-25,16.0,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",AUTOPISTA,13,-58.43633522,-34.54966288,PEATON-AUTO,PEATON,AUTO,2017,2017-07-25,2017,7,25,PEATON,PEATON,MASCULINO,SD,2017-07-25 00:00:00
226,2017-0094,1,2017-07-27,8.0,VICTOR HUGO 2639,CALLE,10,-58.52640838,-34.61765855,BICICLETA-CARGAS,BICICLETA,CARGAS,2017,2017-07-27,2017,7,27,CICLISTA,BICICLETA,FEMENINO,56,2017-07-27 00:00:00
227,2017-0095,1,2017-08-06,8.0,AV. CORDOBA Y JERONIMO SALGUERO,AVENIDA,14,-58.41894306,-34.59778875,MOTO-AUTO,MOTO,AUTO,2017,2017-08-06,2017,8,6,CONDUCTOR,MOTO,MASCULINO,36,2017-08-06 00:00:00
228,2017-0096,1,2017-08-07,19.0,AV. CABILDO Y NUÑEZ,AVENIDA,13,-58.46756026,-34.54972741,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,2017-08-07,2017,8,7,PEATON,PEATON,MASCULINO,87,2017-08-07 00:00:00
229,2017-0098,1,2017-08-08,12.0,JOSE BONIFACIO 2114,CALLE,7,-58.45715752,-34.63132912,PEATON-AUTO,PEATON,AUTO,2017,2017-08-08,2017,8,8,PEATON,PEATON,FEMENINO,61,2017-08-08 00:00:00
230,2017-0099,1,2017-08-17,19.0,AV. PTE FIGUEROA ALCORTA 5400,AVENIDA,14,-58.42406784,-34.56213916,BICICLETA-AUTO,BICICLETA,AUTO,2017,2017-08-17,2017,8,17,CICLISTA,BICICLETA,MASCULINO,28,2017-08-17 00:00:00
231,2017-0100,1,2017-08-21,7.0,VENEZUELA 2135,CALLE,3,-58.39674470,-34.61512051,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,2017-08-21,2017,8,21,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,16,2017-08-21 00:00:00
232,2017-0101,1,2017-08-23,10.0,AV. FCO. LACROZE Y ZAPATA,AVENIDA,13,-58.44537508,-34.57084818,MULTIPLE,PEATON,MULTIPLE,2017,2017-08-23,2017,8,23,PEATON,PEATON,FEMENINO,61,2017-08-23 00:00:00
233,2017-0102,1,2017-08-24,1.0,IRIARTE Y ZAVALETA,AVENIDA,4,-58.40056767,-34.65107080,PEATON-CARGAS,PEATON,CARGAS,2017,2017-08-24,2017,8,24,PEATON,PEATON,MASCULINO,46,2017-08-24 00:00:00
234,2017-0104,1,2017-08-25,9.0,AV. 9 DE JULIO Y ESTADOS UNIDOS,AVENIDA,1,-58.38109568,-34.61853244,PEATON-CARGAS,PEATON,CARGAS,2017,2017-08-25,2017,8,25,PEATON,PEATON,FEMENINO,18,2017-08-25 00:00:00
235,2017-0106,1,2017-08-31,19.0,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,CALLE,14,-58.42533612,-34.58035258,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,2017-08-31,2017,8,31,PEATON,PEATON,FEMENINO,85,2017-08-31 00:00:00
236,2017-0107,1,2017-09-01,11.0,AV. DEL LIBERTADOR Y JARAMILLO,AVENIDA,13,-58.46062311,-34.54395182,MOTO-CARGAS,MOTO,CARGAS,2017,2017-09-01,2017,9,1,CONDUCTOR,MOTO,MASCULINO,41,2017-09-01 00:00:00
237,2017-0108,2,2017-09-02,4.0,AV. GRAL. PAZ Y MACHAIN,AVENIDA,12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO,2017,2017-09-02,2017,9,2,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,17,2017-09-02 00:00:00
238,2017-0108,2,2017-09-02,4.0,AV. GRAL. PAZ Y MACHAIN,AVENIDA,12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO,2017,2017-09-02,2017,9,2,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,10,2017-09-02 00:00:00
239,2017-0109,1,2017-09-04,21.0,AV. DIRECTORIO Y PORTELA,AVENIDA,7,-58.47130269,-34.63665402,MOTO-AUTO,MOTO,AUTO,2017,2017-09-04,2017,9,4,CONDUCTOR,MOTO,MASCULINO,21,2017-09-05 00:00:00
240,2017-0110,1,2017-09-06,14.0,LAVALLE Y AV. LEANDRO N ALEM,AVENIDA,1,-58.37048800,-34.60189492,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,2017-09-06,2017,9,6,PEATON,PEATON,MASCULINO,56,2017-09-07 00:00:00
241,2017-0111,1,2017-09-07,18.0,USPALLATA Y PIROVANO,CALLE,4,-58.42023854,-34.64234110,PEATON-CARGAS,PEATON,CARGAS,2017,2017-09-07,2017,9,7,PEATON,PEATON,FEMENINO,79,2017-09-07 00:00:00
242,2017-0112,2,2017-09-10,9.0,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,7,-58.45807401,-34.63997430,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,2017-09-10,2017,9,10,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,1,SD
243,2017-0112,2,2017-09-10,9.0,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,7,-58.45807401,-34.63997430,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,2017-09-10,2017,9,10,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,SD,2017-09-13 00:00:00
244,2017-0113,1,2017-09-11,6.0,AV. SANTA FE Y MAIPU,AVENIDA,1,-58.37697717,-34.59573848,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,2017-09-11,2017,9,11,PEATON,PEATON,FEMENINO,76,2017-09-11 00:00:00
245,2017-0114,1,2017-09-15,2.0,AV. ALVEAR Y AV. DEL LIBERTADOR,AVENIDA,2,-58.39100580,-34.58498660,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,2017-09-15,2017,9,15,CONDUCTOR,AUTO,MASCULINO,26,2017-09-15 00:00:00
246,2017-0115,1,2017-09-19,18.0,AV. PAVON Y TREINTA Y TRES ORIENTALES,AVENIDA,5,-58.42182126,-34.63089661,MOTO-BICICLETA,MOTO,BICICLETA,2017,2017-09-19,2017,9,19,CONDUCTOR,MOTO,MASCULINO,34,SD
247,2017-0116,1,2017-09-20,22.0,COLECTORA AV. GRAL. PAZ 5750,AVENIDA,12,-58.51389422,-34.58075791,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,2017-09-20,2017,9,20,CONDUCTOR,MOTO,MASCULINO,22,2017-09-20 00:00:00
248,2017-0118,1,2017-09-22,7.0,VIEYTES Y CRUZ,AVENIDA,4,-58.37585415,-34.65232158,MOTO-AUTO,MOTO,AUTO,2017,2017-09-22,2017,9,22,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26,2017-09-29 00:00:00
249,2017-0120,1,2017-10-02,15.0,AU DELLEPIANE Y AV. ESCALADA,AUTOPISTA,9,-58.47297505,-34.66245085,MOTO-CARGAS,MOTO,CARGAS,2017,2017-10-02,2017,10,2,CONDUCTOR,MOTO,MASCULINO,20,2017-10-02 00:00:00
250,2017-0123,1,2017-10-10,1.0,ALBARIÑO Y AV. ARGENTINA,AVENIDA,8,-58.46855503,-34.67216349,PEATON-AUTO,PEATON,AUTO,2017,2017-10-10,2017,10,10,PEATON,PEATON,FEMENINO,36,2017-10-10 00:00:00
251,2017-0124,1,2017-10-12,14.0,JUAN RAMIREZ DE VELAZCO 1211,CALLE,15,-58.44254033,-34.59185043,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,2017-10-12,2017,10,12,CONDUCTOR,MOTO,MASCULINO,51,2017-10-12 00:00:00
252,2017-0125,1,2017-10-13,6.0,AV. FERNANDEZ DE LA CRUZ Y LARRAYA,AVENIDA,8,-58.46622247,-34.67926929,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,2017-10-13,2017,10,13,CONDUCTOR,MOTO,MASCULINO,29,2017-10-13 00:00:00
253,2017-0126,2,2017-10-14,6.0,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,2017-10-14,2017,10,14,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,39,SD
254,2017-0126,2,2017-10-14,6.0,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,2017-10-14,2017,10,14,CONDUCTOR,AUTO,MASCULINO,36,2017-10-14 00:00:00
255,2017-0127,1,2017-10-16,7.0,GALLO Y AV. CORDOBA,AVENIDA,2,-58.41192137,-34.59800248,MOTO-MOTO,MOTO,MOTO,2017,2017-10-16,2017,10,16,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,24,2017-10-16 00:00:00
256,2017-0128,1,2017-10-17,12.0,DR. JUAN F. ARANGUREN 611,CALLE,6,-58.44034689,-34.61349731,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,2017-10-17,2017,10,17,PEATON,PEATON,FEMENINO,60,2017-10-17 00:00:00
257,2017-0129,1,2017-10-26,19.0,AU PERITO MORENO Y AU 25 DE MAYO,AUTOPISTA,9,-58.47155277,-34.64925746,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,2017-10-26,2017,10,26,CONDUCTOR,MOTO,MASCULINO,57,2017-10-26 00:00:00
