,Id_hecho,N_VICTIMAS,FECHA_x,HORA,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,pos x,pos y,PARTICIPANTES,VICTIMA_x,ACUSADO,AÑO,FECHA_y,AAAA,MM,DD,ROL,VICTIMA_y,SEXO,EDAD,FECHA_FALLECIMIENTO
547,2020-0009,1,2020-02-04,14.0,"PERON, JUAN DOMINGO, TTE. GENERAL Y SALGUERO, JERONIMO",CALLE,5,-58.41985649,-34.60600850,PEATON-AUTO,PEATON,AUTO,2020,2020-02-04,2020,2,4,PEATON,PEATON,MASCULINO,48,2020-02-05 00:00:00
548,2020-0010,1,2020-02-08,5.0,9 DE JULIO AV. Y SAN JUAN AV.,AVENIDA,1,-58.38099833,-34.62214953,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2020,2020-02-08,2020,2,8,CONDUCTOR,MOTO,MASCULINO,SD,2020-02-08 00:00:00
549,2020-0011,1,2020-02-12,11.0,COLOMBRES 466,CALLE,5,-58.41803309,-34.61823178,MOTO-CARGAS,MOTO,CARGAS,2020,2020-02-12,2020,2,12,CONDUCTOR,MOTO,MASCULINO,31,2020-02-12 00:00:00
550,2020-0012,1,2020-02-18,21.0,MEXICO 2860,CALLE,3,-58.40604003,-34.61783553,PEATON-MOTO,PEATON,MOTO,2020,2020-02-18,2020,2,18,PEATON,PEATON,FEMENINO,66,2020-02-18 00:00:00
551,2020-0013,1,2020-02-20,12.0,COMBATIENTES DE MALVINAS AV. Y TRIUNVITARO AV.,AVENIDA,15,-58.47549929,-34.57994061,PEATON-MOTO,PEATON,MOTO,2020,2020-02-20,2020,2,20,PEATON,PEATON,FEMENINO,58,2020-03-03 00:00:00
552,2020-0014,1,2020-02-27,2.0,BERMUDEZ Y NOGOYA,CALLE,11,-58.51398484,-34.61600366,MOTO-PASAJEROS,MOTO,PASAJEROS,2020,2020-02-27,2020,2,27,CONDUCTOR,MOTO,MASCULINO,SD,2020-02-27 00:00:00
553,2020-0015,1,2020-02-28,14.0,BRASIL AV. Y PASEO COLON AV.,AVENIDA,1,-58.36797542,-34.62519403,MOTO-PASAJEROS,MOTO,PASAJEROS,2020,2020-02-28,2020,2,28,CONDUCTOR,MOTO,MASCULINO,29,2020-02-28 00:00:00
554,2020-0016,1,2020-02-29,13.0,"ALEM,LEANDRO N. AV. 770",AVENIDA,1,-58.37133616,-34.59879316,PEATON-PASAJEROS,PEATON,PASAJEROS,2020,2020-02-29,2020,2,29,PEATON,PEATON,MASCULINO,68,2020-03-09 00:00:00
555,2020-0017,1,2020-03-05,23.0,BELGRANO AV. Y RINCON,AVENIDA,3,-58.39613805,-34.61413568,PEATON-AUTO,PEATON,AUTO,2020,2020-03-05,2020,3,5,PEATON,PEATON,MASCULINO,SD,2020-03-05 00:00:00
556,2020-0018,1,2020-03-09,14.0,"UDAONDO, GUILLERMO AV. 901",AVENIDA,13,-58.44903073,-34.54200276,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2020,2020-03-09,2020,3,9,CONDUCTOR,MOTO,MASCULINO,31,2020-03-09 00:00:00
557,2020-0019,1,2020-03-10,21.0,CONSTITUCION Y CASTRO,CALLE,5,-58.41972364,-34.62846670,PEATON-AUTO,PEATON,AUTO,2020,2020-03-10,2020,3,10,PEATON,PEATON,FEMENINO,80,2020-03-10 00:00:00
558,2020-0020,1,2020-03-13,17.0,"PUEYRREDON AV. Y GOMEZ, VALENTIN",AVENIDA,3,-58.40571596,-34.60557123,PEATON-MOTO,PEATON,MOTO,2020,2020-03-13,2020,3,13,PEATON,PEATON,FEMENINO,74,2020-03-17 00:00:00
559,2020-0021,1,2020-03-14,16.0,"BRAVO, MARIO 1279",CALLE,2,-58.41451590,-34.59488319,PEATON-AUTO,PEATON,AUTO,2020,2020-03-14,2020,3,14,PEATON,PEATON,FEMENINO,87,2020-03-14 00:00:00
560,2020-0022,1,2020-04-07,6.0,"DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.",AUTOPISTA,9,-58.47297505,-34.66245085,AUTO-CARGAS,AUTO,CARGAS,2020,2020-04-07,2020,4,7,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,44,2020-04-07 00:00:00
561,2020-0023,1,2020-04-09,18.0,"ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV.",AVENIDA,4,-58.35791192,-34.63695178,AUTO-CARGAS,AUTO,CARGAS,2020,2020-04-09,2020,4,9,CONDUCTOR,AUTO,MASCULINO,44,2020-05-03 00:00:00
562,2020-0024,1,2020-04-24,7.0,MURGUIONDO 1339,CALLE,9,-58.50801713,-34.65177305,AUTO-AUTO,AUTO,AUTO,2020,2020-04-24,2020,4,24,CONDUCTOR,AUTO,MASCULINO,53,2020-04-24 00:00:00
563,2020-0025,1,2020-05-12,5.0,RIVADAVIA AV. 2551,AVENIDA,3,-58.40258477,-34.60975108,PEATON-AUTO,PEATON,AUTO,2020,2020-05-12,2020,5,12,PEATON,PEATON,MASCULINO,SD,2020-05-12 00:00:00
564,2020-0026,1,2020-05-17,6.0,"LUGONES, LEOPOLDO AV. KM 6,1",AUTOPISTA,14,.,.,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2020,2020-05-17,2020,5,17,CONDUCTOR,MOTO,MASCULINO,28,2020-05-17 00:00:00
565,2020-0027,1,2020-05-18,8.0,"DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL",AVENIDA,8,-58.48267426,-34.68454456,PEATON-CARGAS,PEATON,CARGAS,2020,2020-05-18,2020,5,18,PEATON,PEATON,MASCULINO,76,2020-05-18 00:00:00
566,2020-0028,1,2020-05-19,10.0,"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.",AVENIDA,15,-58.44248936,-34.60221948,PEATON-PASAJEROS,PEATON,PASAJEROS,2020,2020-05-19,2020,5,19,PEATON,PEATON,MASCULINO,91,2020-05-23 00:00:00
567,2020-0029,1,2020-06-10,14.0,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",AVENIDA,9,-58.52909134,-34.63886726,PEATON-PASAJEROS,PEATON,PASAJEROS,2020,2020-06-10,2020,6,10,PEATON,PEATON,MASCULINO,80,2020-06-12 00:00:00
568,2020-0030,1,2020-06-16,15.0,SAN MARTIN AV. 1550,AVENIDA,6,-58.45158942,-34.60646580,MULTIPLE,MOTO,MULTIPLE,2020,2020-06-16,2020,6,16,CONDUCTOR,MOTO,MASCULINO,40,2020-06-16 00:00:00
569,2020-0031,1,2020-06-30,8.0,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",AVENIDA,9,-58.49344309,-34.65788529,MOTO-CARGAS,MOTO,CARGAS,2020,2020-06-30,2020,6,30,CONDUCTOR,MOTO,MASCULINO,29,2020-06-30 00:00:00
570,2020-0032,1,2020-07-10,23.0,CORRIENTES AV. Y SERRANO,AVENIDA,15,-58.44259166,-34.59635137,MOTO-AUTO,MOTO,AUTO,2020,2020-07-10,2020,7,10,CONDUCTOR,MOTO,MASCULINO,21,2020-07-10 00:00:00
571,2020-0033,1,2020-07-19,6.0,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",AVENIDA,13,-58.46743471,-34.53476874,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2020,2020-07-19,2020,7,19,CONDUCTOR,AUTO,MASCULINO,32,2020-07-19 00:00:00
572,2020-0034,1,2020-08-02,3.0,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",CALLE,3,-58.41178158,-34.60922259,PEATON-AUTO,PEATON,AUTO,2020,2020-08-02,2020,8,2,PEATON,PEATON,FEMENINO,SD,2020-08-02 00:00:00
573,2020-0035,1,2020-08-04,5.0,"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.",AUTOPISTA,7,-58.45068621,-34.63638927,MOTO-PASAJEROS,MOTO,PASAJEROS,2020,2020-08-04,2020,8,4,CONDUCTOR,MOTO,MASCULINO,40,2020-08-04 00:00:00
574,2020-0036,1,2020-08-07,18.0,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",AVENIDA,14,-58.42016954,-34.58778790,PEATON-MOTO,PEATON,MOTO,2020,2020-08-07,2020,8,7,PEATON,PEATON,MASCULINO,72,2020-08-22 00:00:00
575,2020-0037,1,2020-08-29,4.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",AVENIDA,8,-58.43850413,-34.65554754,PEATON-AUTO,PEATON,AUTO,2020,2020-08-29,2020,8,29,PEATON,PEATON,MASCULINO,38,2020-08-29 00:00:00
576,2020-0038,2,2020-08-30,4.0,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,14,-58.40617526,-34.58345898,AUTO-AUTO,AUTO,AUTO,2020,2020-08-30,2020,8,30,CONDUCTOR,AUTO,MASCULINO,46,2020-08-30 00:00:00
577,2020-0038,2,2020-08-30,4.0,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,14,-58.40617526,-34.58345898,AUTO-AUTO,AUTO,AUTO,2020,2020-08-30,2020,8,30,CONDUCTOR,AUTO,MASCULINO,64,2020-08-30 00:00:00
578,2020-0039,1,2020-09-01,19.0,MURGUIONDO 2700,CALLE,9,.,.,PEATON-CARGAS,PEATON,CARGAS,2020,2020-09-01,2020,9,1,PEATON,PEATON,MASCULINO,44,2020-09-01 00:00:00
579,2020-0040,1,2020-09-12,3.0,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,2,-58.38526125,-34.57805810,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2020,2020-09-12,2020,9,12,CONDUCTOR,AUTO,MASCULINO,SD,2020-09-12 00:00:00
580,2020-0041,1,2020-09-28,1.0,"CURAPALIGUE Y PERON, EVA AV.",AVENIDA,7,-58.44750470,-34.63491705,MOTO-PASAJEROS,MOTO,PASAJEROS,2020,2020-09-28,2020,9,28,CONDUCTOR,MOTO,MASCULINO,34,2020-09-28 00:00:00
581,2020-0042,1,2020-09-29,17.0,"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.",AVENIDA,8,-58.46745752,-34.68192648,PEATON-PASAJEROS,PEATON,PASAJEROS,2020,2020-09-29,2020,9,29,PEATON,PEATON,FEMENINO,53,2020-09-29 00:00:00
582,2020-0043,1,2020-09-30,17.0,"ALEM, LEANDRO N. AV. Y PARAGUAY",AVENIDA,1,-58.37202621,-34.59717942,PEATON-PASAJEROS,PEATON,PASAJEROS,2020,2020-09-30,2020,9,30,PEATON,PEATON,MASCULINO,64,2020-09-30 00:00:00
583,2020-0044,1,2020-10-05,0.0,LA PLATA AV. E INDEPENDENCIA,AVENIDA,6,-58.42779702,-34.62207347,AUTO-AUTO,AUTO,AUTO,2020,2020-10-05,2020,10,5,CONDUCTOR,AUTO,MASCULINO,43,2020-10-05 00:00:00
584,2020-0045,1,2020-10-19,3.0,"PAZ, GRAL. AV. Y 27 DE FEBRERO AV.",AVENIDA,8,-58.46244952,-34.70524971,AUTO-CARGAS,AUTO,CARGAS,2020,2020-10-19,2020,10,19,CONDUCTOR,AUTO,MASCULINO,50,2020-10-19 00:00:00
585,2020-0046,1,2020-10-27,21.0,"NAZCA AV. Y CARRANZA, ADOLFO P.",AVENIDA,11,-58.48440160,-34.60776782,MOTO-MOTO,MOTO,MOTO,2020,2020-10-27,2020,10,27,CONDUCTOR,MOTO,MASCULINO,41,2020-10-27 00:00:00
586,2020-0047,1,2020-10-27,14.0,AUTOPISTA CAMPORA ALTURA LACARRA AV.,AUTOPISTA,9,-58.46668375,-34.65174801,PEATON-CARGAS,PEATON,CARGAS,2020,2020-10-27,2020,10,27,PEATON,PEATON,MASCULINO,15,2020-10-27 00:00:00
587,2020-0048,1,2020-10-29,20.0,DORREGO AV. 614,AVENIDA,15,-58.44958780,-34.59322448,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2020,2020-10-29,2020,10,29,CONDUCTOR,MOTO,MASCULINO,41,2020-10-29 00:00:00
588,2020-0049,1,2020-10-30,20.0,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",AVENIDA,1,-58.37533517,-34.59276462,PEATON-AUTO,PEATON,AUTO,2020,2020-10-30,2020,10,30,PEATON,PEATON,MASCULINO,36,2020-10-30 00:00:00
589,2020-0050,1,2020-11-01,22.0,SANTA FE AV. Y GODOY CRUZ,AVENIDA,14,-58.42525456,-34.57866344,PEATON-MOTO,PEATON,MOTO,2020,2020-11-01,2020,11,1,PEATON,PEATON,FEMENINO,28,2020-11-01 00:00:00
590,2020-0051,1,2020-11-05,0.0,AVELLANEDA AV. Y MERCEDES,AVENIDA,10,-58.48493828,-34.62981124,MOTO-AUTO,MOTO,AUTO,2020,2020-11-05,2020,11,5,CONDUCTOR,MOTO,MASCULINO,49,2020-11-05 00:00:00
591,2020-0052,1,2020-11-07,6.0,TUCUMAN Y PUEYRREDON AV.,AVENIDA,3,-58.40480504,-34.60183884,BICICLETA-CARGAS,BICICLETA,CARGAS,2020,2020-11-07,2020,11,7,CICLISTA,BICICLETA,MASCULINO,44,2020-11-07 00:00:00
592,2020-0053,1,2020-11-09,3.0,"ALCORTA, AMANCIO AV. Y EINSTEIN, ALBERTO",AVENIDA,4,-58.41125934,-34.65417740,AUTO-AUTO,AUTO,AUTO,2020,2020-11-09,2020,11,9,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,27,2020-11-09 00:00:00
593,2020-0054,1,2020-11-19,9.0,INCLAN Y ALBERTI,CALLE,4,-58.39956546,-34.62977080,BICICLETA-AUTO,BICICLETA,AUTO,2020,2020-11-19,2020,11,19,CICLISTA,BICICLETA,MASCULINO,59,2020-11-23 00:00:00
594,2020-0055,1,2020-11-19,12.0,OLAZABAL AV. 5437,AVENIDA,12,-58.49005682,-34.57868970,PEATON-CARGAS,PEATON,CARGAS,2020,2020-11-19,2020,11,19,PEATON,PEATON,MASCULINO,91,2020-12-11 00:00:00
595,2020-0056,1,2020-11-21,13.0,"PAZ, GRAL. AV. Y DOCTOR RAMON CARRILLO",AVENIDA,8,-58.47064556,-34.69843756,MOTO-CARGAS,MOTO,CARGAS,2020,2020-11-21,2020,11,21,CONDUCTOR,MOTO,FEMENINO,34,2020-11-21 00:00:00
596,2020-0057,1,2020-11-23,7.0,"NAZCA AV. Y VIALE, LUIS",AVENIDA,11,-58.47501560,-34.61945902,PEATON-AUTO,PEATON,AUTO,2020,2020-11-23,2020,11,23,PEATON,PEATON,MASCULINO,84,2020-11-23 00:00:00
597,2020-0058,1,2020-11-24,16.0,"OLIVERA AV. Y FALCON, RAMON L., CNEL.",AVENIDA,10,-58.48727942,-34.63652467,PEATON-AUTO,PEATON,AUTO,2020,2020-11-24,2020,11,24,PEATON,PEATON,MASCULINO,57,2020-11-25 00:00:00
598,2020-0059,1,2020-12-01,6.0,BRASIL 1100,CALLE,1,-58.37951690,-34.62794241,PEATON-PASAJEROS,PEATON,PASAJEROS,2020,2020-12-01,2020,12,1,PEATON,PEATON,FEMENINO,49,2020-12-14 00:00:00
599,2020-0060,1,2020-12-03,20.0,"HOMERO Y PERON, EVA AV.",AVENIDA,9,-58.47750832,-34.65672199,PEATON-MOTO,PEATON,MOTO,2020,2020-12-03,2020,12,3,PEATON,PEATON,FEMENINO,69,2020-12-03 00:00:00
600,2020-0061,1,2020-12-03,14.0,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,13,-58.44927253,-34.54048625,MOTO-CARGAS,MOTO,CARGAS,2020,2020-12-03,2020,12,3,CONDUCTOR,MOTO,MASCULINO,45,2020-12-04 00:00:00
601,2020-0062,1,2020-12-04,17.0,MORENO 1845,CALLE,3,-58.39246272,-34.61253541,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,2020,2020-12-04,2020,12,4,CICLISTA,BICICLETA,MASCULINO,47,2020-12-04 00:00:00
602,2020-0063,2,2020-12-05,7.0,NUEVA YORK Y ALTA GRACIA,CALLE,11,-58.52783814,-34.61047001,PEATON_MOTO-MOTO,PEATON_MOTO,MOTO,2020,2020-12-05,2020,12,5,PEATON,PEATON,MASCULINO,38,2020-12-05 00:00:00
603,2020-0063,2,2020-12-05,7.0,NUEVA YORK Y ALTA GRACIA,CALLE,11,-58.52783814,-34.61047001,PEATON_MOTO-MOTO,PEATON_MOTO,MOTO,2020,2020-12-05,2020,12,5,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21,2020-12-05 00:00:00
604,2020-0065,1,2020-12-05,16.0,"PAZ, GRAL. AV. Y GOYENECHE, ROBERTO PARQUE AV.",AVENIDA,12,-58.49332664,-34.54836855,MOTO-AUTO,MOTO,AUTO,2020,2020-12-05,2020,12,5,CONDUCTOR,MOTO,MASCULINO,24,2020-12-06 00:00:00
605,2020-0066,1,2020-12-07,4.0,AUTOPISTA PERITO MORENO ALTURA ESTACION DE TREN VILLA LURO,AUTOPISTA,10,-58.50178784,-34.63593897,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2020,2020-12-07,2020,12,7,CONDUCTOR,MOTO,MASCULINO,27,2020-12-07 00:00:00
606,2020-0067,1,2020-12-11,22.0,SAENZ AV. Y BEAZLEY,AVENIDA,4,-58.41657793,-34.65476216,PEATON-PASAJEROS,PEATON,PASAJEROS,2020,2020-12-11,2020,12,11,PEATON,PEATON,MASCULINO,51,2020-12-11 00:00:00
607,2020-0068,1,2020-12-12,20.0,DEL LIBERTADOR AV. Y AUSTRIA,AVENIDA,2,-58.39731474,-34.58307887,MOTO-AUTO,MOTO,AUTO,2020,2020-12-12,2020,12,12,CONDUCTOR,MOTO,MASCULINO,71,2020-12-20 00:00:00
608,2020-0069,1,2020-12-15,5.0,"INDEPENDENCIA AV. Y SAENZ PEÑA, LUIS, PRES.",AVENIDA,1,-58.38746381,-34.61790839,MOTO-PASAJEROS,MOTO,PASAJEROS,2020,2020-12-15,2020,12,15,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25,2020-12-15 00:00:00
609,2020-0070,1,2020-12-17,15.0,"CALLAO AV. Y LAS HERAS, GENERAL",AVENIDA,2,-58.39189441,-34.59176378,PEATON-PASAJEROS,PEATON,PASAJEROS,2020,2020-12-17,2020,12,17,PEATON,PEATON,FEMENINO,81,2020-12-22 00:00:00
610,2020-0071,1,2020-12-17,23.0,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,7,-58.46749188,-34.63551751,PEATON-AUTO,PEATON,AUTO,2020,2020-12-17,2020,12,17,PEATON,PEATON,MASCULINO,4,2020-12-17 00:00:00
611,2020-0072,1,2020-12-19,3.0,"JUJUY AV. Y CARLOS, CALVO",AVENIDA,3,-58.40280471,-34.62113271,BICICLETA-AUTO,BICICLETA,AUTO,2020,2020-12-19,2020,12,19,CICLISTA,BICICLETA,MASCULINO,42,2020-12-19 00:00:00
612,2020-0073,1,2020-12-20,7.0,27 DE FEBRERO AV. Y ESCALADA AV.,AVENIDA,8,-58.44451316,-34.68475866,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2020,2020-12-20,2020,12,20,CONDUCTOR,MOTO,MASCULINO,56,2020-12-20 00:00:00
613,2020-0074,1,2020-12-20,21.0,BOGOTA Y NAZCA AV.,AVENIDA,7,-58.47110424,-34.62742408,AUTO-AUTO,AUTO,AUTO,2020,2020-12-20,2020,12,20,CONDUCTOR,AUTO,MASCULINO,39,2020-12-20 00:00:00
614,2020-0075,1,2020-12-23,14.0,CORRIENTES AV. Y 9 DE JULIO AV.,AVENIDA,1,-58.38220928,-34.60373898,PEATON-PASAJEROS,PEATON,PASAJEROS,2020,2020-12-23,2020,12,23,PEATON,PEATON,MASCULINO,23,2020-12-23 00:00:00
615,2020-0076,1,2020-12-24,12.0,ALVAREZ JONTE AV. Y CHIVILCOY,AVENIDA,10,-58.49794468,-34.61565025,AUTO-PASAJEROS,AUTO,PASAJEROS,2020,2020-12-24,2020,12,24,CONDUCTOR,AUTO,FEMENINO,78,2021-01-17 00:00:00
616,2020-0077,2,2020-12-25,6.0,SAN MARTIN AV. Y PUNTA ARENAS,AVENIDA,15,-58.47220945,-34.60111373,MOTO-AUTO,MOTO,AUTO,2020,2020-12-25,2020,12,25,CONDUCTOR,MOTO,FEMENINO,30,2020-12-25 00:00:00
617,2020-0077,2,2020-12-25,6.0,SAN MARTIN AV. Y PUNTA ARENAS,AVENIDA,15,-58.47220945,-34.60111373,MOTO-AUTO,MOTO,AUTO,2020,2020-12-25,2020,12,25,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,24,2020-12-25 00:00:00
618,2020-0078,1,2020-12-25,5.0,BARCO CENTENERA DEL 1118,CALLE,7,-58.43706741,-34.63217813,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,2020,2020-12-25,2020,12,25,CICLISTA,BICICLETA,MASCULINO,26,2020-12-25 00:00:00
619,2020-0079,1,2020-12-27,4.0,"PAZ, GRAL. AV. Y ACCESO NORTE - PANAMERICANA",AVENIDA,12,-58.49332664,-34.54836855,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2020,2020-12-27,2020,12,27,CONDUCTOR,MOTO,MASCULINO,28,2020-12-27 00:00:00
620,2021-0001,1,2021-01-06,18.0,AU FRONDIZI KM. 3,AUTOPISTA,1,-58.37960727,-34.62622851,MOTO-AUTO,MOTO,AUTO,2021,2021-01-06,2021,1,6,CONDUCTOR,MOTO,MASCULINO,36,2021-01-06 00:00:00
621,2021-0002,1,2021-01-07,10.0,"CASTRO, EMILIO AV. Y MURGUIONDO",AVENIDA,9,-58.51061062,-34.64972472,MOTO-CARGAS,MOTO,CARGAS,2021,2021-01-07,2021,1,7,CONDUCTOR,MOTO,FEMENINO,47,2021-01-07 00:00:00
622,2021-0003,1,2021-01-10,7.0,"AU 25 DE MAYO KM. 3,7",AUTOPISTA,7,-58.43052224,-34.62941648,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,2021-01-10,2021,1,10,CONDUCTOR,MOTO,MASCULINO,27,2021-01-10 00:00:00
623,2021-0004,1,2021-01-11,9.0,CASEROS AV. Y GUARANI,AVENIDA,5,-58.41455544,-34.63866836,PEATON-CARGAS,PEATON,CARGAS,2021,2021-01-11,2021,1,11,PEATON,PEATON,FEMENINO,61,2021-01-11 00:00:00
624,2021-0005,1,2021-01-11,21.0,"PERON, EVA AV. 3800",AVENIDA,9,-58.46774439,-34.64730145,PEATON-AUTO,PEATON,AUTO,2021,2021-01-11,2021,1,11,PEATON,PEATON,MASCULINO,73,2021-01-14 00:00:00
625,2021-0006,1,2021-01-12,21.0,AU ILLIA y SARMIENTO AV.,AUTOPISTA,14,-58.40786274,-34.56726817,MOTO-CARGAS,MOTO,CARGAS,2021,2021-01-12,2021,1,12,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23,2021-01-12 00:00:00
626,2021-0007,1,2021-01-18,10.0,DE LOS CONSTITUYENTES AV. Y GIRIBONE,AVENIDA,15,-58.48744301,-34.58622275,MOTO-MOTO,MOTO,MOTO,2021,2021-01-18,2021,1,18,CONDUCTOR,MOTO,MASCULINO,84,2021-01-26 00:00:00
627,2021-0008,1,2021-01-22,23.0,"SAENZ AV. Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,4,-58.41657793,-34.65476216,PEATON-PASAJEROS,PEATON,PASAJEROS,2021,2021-01-22,2021,1,22,PEATON,PEATON,MASCULINO,28,2021-01-22 00:00:00
628,2021-0009,1,2021-01-23,5.0,PAYSANDU Y GAONA,AVENIDA,6,-58.45351111,-34.61134937,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,2021-01-23,2021,1,23,CONDUCTOR,MOTO,MASCULINO,31,2021-01-23 00:00:00
629,2021-0010,1,2021-01-23,8.0,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV. ",AVENIDA,12,-58.50073810,-34.54979510,MOTO-AUTO,MOTO,AUTO,2021,2021-01-23,2021,1,23,CONDUCTOR,MOTO,MASCULINO,28,2021-01-23 00:00:00
630,2021-0011,1,2021-01-27,1.0,SANTA FE AV. 1675,AVENIDA,2,-58.39144148,-34.59564871,PEATON-AUTO,PEATON,AUTO,2021,2021-01-27,2021,1,27,PEATON,PEATON,MASCULINO,21,2021-01-27 00:00:00
631,2021-0012,1,2021-01-29,20.0,AU DELLEPIANE Y GUAMINI,AUTOPISTA,8,-58.48191128,-34.68385968,PEATON-AUTO,PEATON,AUTO,2021,2021-01-29,2021,1,29,PEATON,PEATON,MASCULINO,SD,2021-01-29 00:00:00
632,2021-0013,1,2021-01-31,6.0,"FALCON, RAMON L., CNEL. Y OLIVERA AV.",AVENIDA,10,-58.48727942,-34.63652467,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,2021-01-31,2021,1,31,CONDUCTOR,MOTO,MASCULINO,41,2021-01-31 00:00:00
633,2021-0014,1,2021-02-02,0.0,SAN MARTIN AV. Y NOGOYA,AVENIDA,15,-58.48328708,-34.59779521,PEATON-AUTO,PEATON,AUTO,2021,2021-02-02,2021,2,2,PEATON,PEATON,MASCULINO,28,2021-02-18 00:00:00
634,2021-0015,1,2021-02-06,3.0,SAN MARTIN AV. Y TINOGASTA,AVENIDA,15,-58.49018543,-34.59724990,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,2021-02-06,2021,2,6,CONDUCTOR,MOTO,MASCULINO,26,2021-02-06 00:00:00
635,2021-0016,1,2021-02-14,5.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y DE LA TORRE, LISANDRO",AVENIDA,8,-58.47230127,-34.68482689,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2021,2021-02-14,2021,2,14,CONDUCTOR,AUTO,MASCULINO,22,2021-02-14 00:00:00
636,2021-0017,1,2021-02-17,4.0,SALTA Y CASEROS AV.,AVENIDA,1,-58.38262614,-34.63168269,MOTO-PASAJEROS,MOTO,PASAJEROS,2021,2021-02-17,2021,2,17,CONDUCTOR,MOTO,MASCULINO,33,2021-02-17 00:00:00
637,2021-0018,1,2021-02-20,19.0,"JAURES, JEAN Y PERON, JUAN DOMINGO, TTE. GENERAL",CALLE,3,-58.41047268,-34.60793518,PEATON-AUTO,PEATON,AUTO,2021,2021-02-20,2021,2,20,PEATON,PEATON,MASCULINO,36,2021-03-08 00:00:00
638,2021-0019,1,2021-02-21,1.0,"TRIUNVIRATO AV. Y LARRALDE, CRISOLOGO AV.",AVENIDA,12,-58.49659234,-34.56353635,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,2021-02-21,2021,2,21,CONDUCTOR,MOTO,MASCULINO,30,2021-02-21 00:00:00
639,2021-0020,1,2021-02-21,15.0,POTOSI Y GASCON,CALLE,5,-58.42462955,-34.60727189,PEATON-CARGAS,PEATON,CARGAS,2021,2021-02-21,2021,2,21,PEATON,PEATON,FEMENINO,SD,2021-02-21 00:00:00
640,2021-0021,1,2021-02-26,5.0,"YRIGOYEN, HIPOLITO Y  24 DE NOVIEMBRE",CALLE,3,-58.41168345,-34.61185625,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,2021-02-26,2021,2,26,CONDUCTOR,MOTO,MASCULINO,39,2021-03-04 00:00:00
641,2021-0022,1,2021-02-28,12.0,DEL LIBERTADOR AV. Y ROOSEVELT FRANKLIN D.,AVENIDA,13,-58.45157681,-34.55217303,PASAJEROS-SD,PASAJEROS,SD,2021,2021-02-28,2021,2,28,PASAJERO_ACOMPAÑANTE,PASAJEROS,MASCULINO,68,2021-03-06 00:00:00
